Compound_ID,Molecular_Weight,LogP,H_Bond_Acceptors,H_Bond_Donors,Lipinski_Violations,Lipinski_Compliant,Status
Compound_94,536.7663185416977,1.7653382665909056,10,5,1,False,Fail
Compound_95,662.5803079727366,6.174307279248095,6,1,2,False,Fail
Compound_96,496.27735781863447,2.791693122102979,12,5,1,False,Fail
Compound_97,513.6396976291965,4.340461908168217,12,1,2,False,Fail
Compound_98,456.5246110151298,0.3785589696130387,1,6,1,False,Fail
Compound_99,215.25147604645713,0.5383121504693662,2,2,0,True,Pass
Compound_100,264.7348561959827,-0.6730510698681691,10,6,1,False,Fail
Compound_101,218.85751141204054,0.3514805045773164,6,0,0,True,Pass
Compound_102,581.8462467582683,1.228722712255669,13,3,2,False,Fail
Compound_103,388.61358864579597,0.4160838742139745,3,1,0,True,Pass
Compound_104,505.14241469882165,-0.2903797299435551,12,5,2,False,Fail
Compound_105,744.5398843556558,-0.03491303119519351,13,2,2,False,Fail
Compound_106,349.57533748932497,2.686230144261806,0,1,0,True,Pass
Compound_107,446.2297538213778,0.6506697472463401,12,5,1,False,Fail
Compound_108,653.3306831258292,1.9141588883846037,13,3,2,False,Fail
Compound_109,337.2788992949735,3.027338166838855,4,6,1,False,Fail
Compound_110,246.1879458972758,4.523158629034922,11,3,1,False,Fail
Compound_111,373.85087174826083,-0.6855028812712085,8,4,0,True,Pass
Compound_112,296.73277235240266,5.395283191272341,7,0,1,False,Fail
Compound_113,757.8185914055439,4.023203115927262,11,4,2,False,Fail
Compound_114,684.8722277386502,-0.34592774440902474,14,2,2,False,Fail
Compound_115,580.042253906254,5.988628992854218,8,1,2,False,Fail
Compound_116,722.8763541126307,6.3669792042545055,9,2,2,False,Fail
Compound_117,682.2032461394687,-0.51137632116109,13,6,3,False,Fail
Compound_118,311.94203533162147,1.2150211851776298,8,5,0,True,Pass
Compound_119,735.5353990939867,5.449610238344491,14,3,3,False,Fail
Compound_120,523.6053451493904,4.986077523069267,6,4,1,False,Fail
Compound_121,684.4640930984375,0.4761681548510186,3,7,2,False,Fail
Compound_122,737.6547799540959,0.6747945866936824,4,4,1,False,Fail
Compound_123,390.80208498311833,1.9637768223310559,0,6,1,False,Fail
Compound_124,266.03115471660607,2.8761838815281706,13,4,1,False,Fail
Compound_125,336.76109752516504,3.9460381722423676,0,6,1,False,Fail
Compound_126,456.2646731757538,1.9513091165581793,2,7,1,False,Fail
Compound_127,690.808859553496,2.700277729065183,12,2,2,False,Fail
Compound_128,716.4383499538061,4.979767505070052,13,3,2,False,Fail
Compound_129,204.17127831871443,-0.7065343768752168,7,1,0,True,Pass
Compound_130,506.44838154653945,1.019495554752166,13,5,2,False,Fail
Compound_131,450.4466018892674,4.7067966870764195,1,1,0,True,Pass
Compound_132,333.26468628243816,6.161654701497595,3,2,1,False,Fail
Compound_133,271.91922040020967,3.093419536925329,1,5,0,True,Pass
Compound_134,402.5691028421768,3.2569078821225252,13,4,1,False,Fail
Compound_135,765.7458223475115,-0.14262390928179158,4,7,2,False,Fail
Compound_136,393.92175921245314,2.579298934587637,8,7,1,False,Fail
Compound_137,511.27437304601966,3.2609381316401853,0,0,1,False,Fail
Compound_138,621.8113753371067,0.9397640290778373,4,2,1,False,Fail
Compound_139,418.1777614275764,1.1539458475950477,13,2,1,False,Fail
Compound_140,783.0692496325764,2.018273304836981,14,3,2,False,Fail
Compound_141,777.4683769652668,-0.839430417778189,8,1,1,False,Fail
Compound_142,351.06937749521853,1.5766333246654263,14,2,1,False,Fail
Compound_143,498.34910353543125,0.6915840559723572,0,2,0,True,Pass
Compound_144,380.52698589006184,1.6199788174233172,8,4,0,True,Pass
Compound_145,370.9042966264806,-0.04190294544599027,7,4,0,True,Pass
Compound_146,222.1321684127197,6.12421824591916,3,5,1,False,Fail
Compound_147,565.738600387938,3.7487396284323893,11,6,3,False,Fail
Compound_148,501.6074139373169,4.432818553155917,10,6,2,False,Fail
Compound_149,230.8872507499936,5.313369908858706,9,0,1,False,Fail
Compound_150,367.1878785419668,2.9875375914324582,4,6,1,False,Fail
Compound_151,744.9595315799922,-0.30463769530061047,12,3,2,False,Fail
Compound_152,343.73713440018344,3.2968523345483822,4,0,0,True,Pass
Compound_153,286.93692325473387,3.694728944167033,10,5,0,True,Pass
Compound_154,493.6716561665378,4.96351579347464,11,4,1,False,Fail
Compound_155,791.3902724663604,2.453276369837435,5,6,2,False,Fail
Compound_156,345.23316290690025,0.020642422364510082,6,1,0,True,Pass
Compound_157,603.2813284435272,1.2702072463897958,7,4,1,False,Fail
Compound_158,656.9717691972305,1.9046583711890808,14,7,3,False,Fail
Compound_159,342.5825263954398,4.16733793065281,13,3,1,False,Fail
Compound_160,636.9298091671158,3.566226437351295,7,4,1,False,Fail
Compound_161,420.6698796315519,1.84877380718277,10,3,0,True,Pass
Compound_162,579.3834983561477,6.8921219903438375,13,3,3,False,Fail
Compound_163,580.1178264565368,3.846198554855097,12,3,2,False,Fail
Compound_164,521.4648104448551,0.8978143338879558,1,5,1,False,Fail
Compound_165,254.173862032645,-0.18574021903677007,8,3,0,True,Pass
Compound_166,701.1814973535428,0.22287311347465621,6,3,1,False,Fail
Compound_167,392.46803898304154,0.9676618270760651,3,7,1,False,Fail
Compound_168,311.91110623991256,0.28545098607644537,3,1,0,True,Pass
Compound_169,224.46508493285836,0.4925361924104461,10,0,0,True,Pass
Compound_170,554.5357659129451,1.2807613495507768,7,2,1,False,Fail
Compound_171,606.5386171053694,0.3869887623580386,3,7,2,False,Fail
Compound_172,209.95269735671368,6.174123397011401,12,0,2,False,Fail
Compound_173,507.2558349795686,-0.35813003470686233,14,3,2,False,Fail
Compound_174,335.89746511876274,3.1960911165620374,5,1,0,True,Pass
Compound_175,587.1036742456699,2.283174615917292,4,4,1,False,Fail
Compound_176,304.61985740299485,6.859028935268851,2,1,1,False,Fail
Compound_177,614.5626428614796,-0.10368878265558124,12,7,3,False,Fail
Compound_178,432.04120778032245,2.182844792365933,13,3,1,False,Fail
Compound_179,762.0379932420407,6.755763466202951,9,1,2,False,Fail
Compound_180,282.51256648759596,5.924057007151842,10,6,2,False,Fail
Compound_181,404.6398106301551,5.536576567594239,1,1,1,False,Fail
Compound_182,268.08411274435343,1.0632226163595186,8,3,0,True,Pass
Compound_183,754.8161709671376,0.36710069912052656,9,5,1,False,Fail
Compound_184,726.4036120285886,4.349145759395448,8,6,2,False,Fail
Compound_185,354.7649766290933,6.435007913020686,0,1,1,False,Fail
Compound_186,595.9904276205075,3.4541031441114383,9,2,1,False,Fail
Compound_187,690.3333201207295,3.572901515759199,2,2,1,False,Fail
Compound_188,533.1204869596775,1.2398327492822734,7,1,1,False,Fail
Compound_189,517.7903470136039,5.155943465535495,5,5,2,False,Fail
Compound_190,345.111374540271,0.49634998846018696,4,4,0,True,Pass
Compound_191,255.86166068353953,1.5894338912339494,4,3,0,True,Pass
Compound_192,738.3294547719961,2.4034915089313342,5,2,1,False,Fail
Compound_193,740.2508342979983,3.06088302947564,14,4,2,False,Fail
Compound_194,579.8608743639608,0.9392778593206419,6,1,1,False,Fail
Compound_195,403.4178746292204,-0.08130540208637171,0,7,1,False,Fail
Compound_196,409.5257447675965,3.8849603395330607,8,4,0,True,Pass
Compound_197,635.5734073221436,1.3090444259220462,2,6,2,False,Fail
Compound_198,738.2661559715463,3.6499057713808982,3,0,1,False,Fail
Compound_199,732.2518545590704,0.2349017221936185,9,2,1,False,Fail
Compound_200,667.9253275145743,2.84912081483854,0,1,1,False,Fail
Compound_201,585.2189876925727,3.260715460412687,12,7,3,False,Fail
Compound_202,250.48397899702928,-0.5854117054205847,10,3,0,True,Pass
Compound_203,296.9772284567683,1.6928342255513646,9,7,1,False,Fail
Compound_204,739.1325131162475,0.07531741551179394,2,5,1,False,Fail
Compound_205,563.857435795754,-0.49300023621785805,1,6,2,False,Fail
Compound_206,205.5182309699778,6.919681859119562,1,1,1,False,Fail
Compound_207,260.88292571961927,1.5788307597977838,13,3,1,False,Fail
Compound_208,598.1010614648335,5.478995566837079,0,5,2,False,Fail
Compound_209,203.03695030773122,1.0371252381101108,7,5,0,True,Pass
Compound_210,296.4848308504992,4.452021777791434,2,1,0,True,Pass
Compound_211,529.2402736199517,5.081822879117492,2,6,3,False,Fail
Compound_212,615.1371186156159,3.765109924862754,5,4,1,False,Fail
Compound_213,591.1767557015603,2.772609508401267,12,4,2,False,Fail
Compound_214,334.5615856763359,2.2947273131781483,7,5,0,True,Pass
Compound_215,627.3075328085215,1.7909461323439624,12,4,2,False,Fail
Compound_216,342.34945249808004,6.436233153982607,14,0,2,False,Fail
Compound_217,395.23981889556063,5.644955262301833,8,5,1,False,Fail
Compound_218,647.8948430708144,6.720215285332101,8,5,2,False,Fail
Compound_219,589.7797394283289,-0.005622212115642178,3,3,1,False,Fail
Compound_220,709.5340462965067,4.846939801629154,13,4,2,False,Fail
Compound_221,594.567735380206,6.506723654568303,4,6,3,False,Fail
Compound_222,540.985162001283,0.4498645293252812,1,5,1,False,Fail
Compound_223,256.20486069685546,-0.46802986106578004,10,7,1,False,Fail
Compound_224,420.6294818356601,4.928965194320472,8,6,1,False,Fail
Compound_225,359.1214206090353,3.595784905439295,7,0,0,True,Pass
Compound_226,346.3937860274501,5.7346302140661765,2,3,1,False,Fail
Compound_227,783.8063328514673,0.11817901301031597,10,1,1,False,Fail
Compound_228,435.8586348000563,5.3621384948791215,11,6,3,False,Fail
Compound_229,735.227933106268,0.6130185603819562,12,5,2,False,Fail
Compound_230,578.6831755983577,0.30924754292563605,8,0,1,False,Fail
Compound_231,676.886782124989,0.3141263834479435,2,2,1,False,Fail
Compound_232,501.5822558631153,5.516597761851057,8,0,2,False,Fail
Compound_233,546.1423307758155,4.321577765569601,1,0,1,False,Fail
Compound_234,495.51061629131834,3.1845233981529546,11,3,1,False,Fail
Compound_235,317.1457926788267,1.87064387298802,9,1,0,True,Pass
Compound_236,633.4712691569032,6.017604326504866,8,2,2,False,Fail
Compound_237,368.46341746451344,2.139560859381083,14,4,1,False,Fail
Compound_238,214.5895798588723,5.532795515772617,7,4,1,False,Fail
Compound_239,587.2833775443007,2.5130792685617473,8,6,2,False,Fail
Compound_240,306.2664076442294,2.0155554353992606,4,0,0,True,Pass
Compound_241,764.2751506117486,2.7014382853568515,10,7,2,False,Fail
Compound_242,772.3571462015524,1.4110229933131366,10,3,1,False,Fail
Compound_243,748.9186341322691,4.980875041410009,1,7,2,False,Fail
Compound_244,422.0952201532666,3.021763120739833,7,3,0,True,Pass
Compound_245,209.27396991732047,0.8577015611745384,11,4,1,False,Fail
Compound_246,756.9911375526352,6.196596586196548,14,6,4,False,Fail
Compound_247,456.9104889903886,2.0711297709856913,5,6,1,False,Fail
Compound_248,779.9928914262017,3.3484228889119088,7,6,2,False,Fail
Compound_249,778.1719862535517,6.2517768877163755,10,2,2,False,Fail
Compound_250,711.805673280416,3.9939039673119368,4,1,1,False,Fail
Compound_251,376.6693352417514,-0.06481567433308744,9,2,0,True,Pass
Compound_252,431.05863716115516,6.518656988907801,1,5,1,False,Fail
Compound_253,710.6820029101141,4.021664424571343,5,5,1,False,Fail
Compound_254,390.1532030937666,1.679244917256689,4,7,1,False,Fail
Compound_255,301.6956480116555,0.11417658130709807,11,1,1,False,Fail
Compound_256,534.0807574750102,5.352201514162368,12,4,3,False,Fail
Compound_257,761.6928644964686,3.960582047428108,11,1,2,False,Fail
Compound_258,617.6178780049838,3.267688735810572,4,3,1,False,Fail
Compound_259,542.0367020536189,6.151140664407661,12,5,3,False,Fail
Compound_260,258.30589626246115,5.308777689796246,0,0,1,False,Fail
Compound_261,569.0043360195018,0.21339903786200942,1,0,1,False,Fail
Compound_262,794.0323100625579,1.4937765423643858,7,4,1,False,Fail
Compound_263,284.05040914191443,0.9879131185157259,12,3,1,False,Fail
Compound_264,510.99779141824206,4.951570340581416,13,7,3,False,Fail
Compound_265,726.4238431567733,-0.731740522113765,12,2,2,False,Fail
Compound_266,644.4611706525227,3.559117478970532,2,3,1,False,Fail
Compound_267,618.2094445971608,5.099669485925524,9,0,2,False,Fail
Compound_268,621.4904503922655,6.014125094093996,2,0,2,False,Fail
Compound_269,415.6946907318531,1.7366539897272597,7,7,1,False,Fail
Compound_270,376.15510655869605,5.570058437376103,7,5,1,False,Fail
Compound_271,685.6166932871081,-0.11494610435834218,1,3,1,False,Fail
Compound_272,686.0680368075084,5.7716183338761455,7,3,2,False,Fail
Compound_273,720.2433911480622,0.01990929865585933,10,0,1,False,Fail
Compound_274,747.9443315338827,2.178298324482938,12,2,2,False,Fail
Compound_275,506.8054393165627,5.378362926236429,12,4,3,False,Fail
Compound_276,500.90977681231976,0.19933941879019024,0,6,2,False,Fail
Compound_277,678.977107380065,0.8340111618611319,5,4,1,False,Fail
Compound_278,589.9783584666591,4.77802054714453,7,3,1,False,Fail
Compound_279,621.180126354622,4.760292292368595,2,4,1,False,Fail
Compound_280,677.4756016616607,4.129181063082378,7,0,1,False,Fail
Compound_281,734.0032050905397,4.5515875557368,11,0,2,False,Fail
Compound_282,402.7970941109215,3.3417955467807694,0,7,1,False,Fail
Compound_283,425.3497715839664,1.014392471255622,10,3,0,True,Pass
Compound_284,256.3891639045214,1.7655679480313555,10,7,1,False,Fail
Compound_285,546.9680845977043,0.45278173441140535,8,3,1,False,Fail
Compound_286,221.56536427804525,6.267604490669027,12,6,3,False,Fail
Compound_287,479.3588108794761,3.6671343581289637,10,6,1,False,Fail
Compound_288,525.5867808245459,2.206811334109119,12,5,2,False,Fail
Compound_289,371.92475127697065,2.6960464291530615,8,3,0,True,Pass
Compound_290,554.4999563414065,6.578266716894523,4,2,2,False,Fail
Compound_291,218.30014996342965,0.22681122492864159,9,4,0,True,Pass
Compound_292,222.40891324952867,3.689838656134378,3,3,0,True,Pass
Compound_293,693.5603363957949,3.047109431075728,14,1,2,False,Fail
Compound_294,416.11438484675773,3.8916338834771826,10,5,0,True,Pass
Compound_295,276.23630759113087,-0.8551185294332759,5,1,0,True,Pass
Compound_296,513.3459560328827,5.976991271553212,11,0,3,False,Fail
Compound_297,661.9961318591666,6.456946259868899,6,6,3,False,Fail
Compound_298,329.4926164981059,3.5210654687136715,4,4,0,True,Pass
Compound_299,573.7342854914002,4.573206591015138,10,3,1,False,Fail
Compound_300,251.2084789962608,6.3799950494183655,12,1,2,False,Fail
Compound_301,231.0090327011646,4.657909074507189,9,4,0,True,Pass
Compound_302,518.8127789408888,0.22031234331409077,8,0,1,False,Fail
Compound_303,524.3810729660639,3.6103068813345054,2,6,2,False,Fail
Compound_304,582.4579408989239,3.853720371062847,14,2,2,False,Fail
Compound_305,635.6548002335969,2.393045370419088,6,5,1,False,Fail
Compound_306,785.5112476775207,4.891553884997783,9,4,1,False,Fail
Compound_307,509.7802089807172,6.474936118152119,9,4,2,False,Fail
Compound_308,393.77388376474755,6.404548103254211,10,2,1,False,Fail
Compound_309,677.1117168612222,2.606714971233057,4,4,1,False,Fail
Compound_310,362.49935075724454,-0.09409563327395798,13,0,1,False,Fail
Compound_311,463.3828524233817,6.878729591698677,6,0,1,False,Fail
Compound_312,247.07382880535957,5.711184691567473,14,2,2,False,Fail
Compound_313,215.2104460492745,-0.0026985503738652383,1,5,0,True,Pass
Compound_314,777.589048806755,6.366735060938979,3,3,2,False,Fail
Compound_315,701.5880723073235,5.959170896497026,1,1,2,False,Fail
Compound_316,617.5845236562188,3.150704457008577,13,3,2,False,Fail
Compound_317,445.3717666485619,3.730203485959434,12,4,1,False,Fail
Compound_318,303.9765920425075,2.192021630961042,12,1,1,False,Fail
Compound_319,293.8622256026516,-0.5619068894237493,11,7,2,False,Fail
Compound_320,350.1457388987572,1.6815779331672074,6,2,0,True,Pass
Compound_321,529.5359988236723,5.4228275887840915,1,2,2,False,Fail
Compound_322,628.7575536200375,-0.9629438159631771,12,5,2,False,Fail
Compound_323,596.1184260306388,1.6679933735291534,13,1,2,False,Fail
Compound_324,367.96033816756574,2.1853495487275465,10,0,0,True,Pass
Compound_325,772.9191683979165,3.299164823503383,0,1,1,False,Fail
Compound_326,642.7381500174611,6.358844931302084,8,4,2,False,Fail
Compound_327,532.6124315068405,1.77076795492769,0,0,1,False,Fail
Compound_328,567.0324477406114,1.7756256151698215,7,6,2,False,Fail
Compound_329,451.76003745667396,4.900009984877987,14,6,2,False,Fail
Compound_330,348.6385937006945,2.6177435271184573,1,7,1,False,Fail
Compound_331,413.583607190757,0.7968385835198557,11,6,2,False,Fail
Compound_332,654.7076662786214,2.619516129061547,7,2,1,False,Fail
Compound_333,208.63609317785352,0.12685616303839886,12,1,1,False,Fail
Compound_334,269.6435843041497,0.41109589204978647,2,6,1,False,Fail
Compound_335,227.60158521305164,2.986942181915838,5,3,0,True,Pass
Compound_336,224.43728139138207,2.3514035960363833,2,5,0,True,Pass
Compound_337,713.2763504066044,6.3187672085448,13,3,3,False,Fail
Compound_338,622.1947156280141,1.899151192933065,6,6,2,False,Fail
Compound_339,484.5042974523951,3.6447068022243476,9,7,1,False,Fail
Compound_340,258.7004963906009,4.058114303356243,8,5,0,True,Pass
Compound_341,494.9695250700994,-0.8952443472933309,1,4,0,True,Pass
Compound_342,484.0830624683394,4.308298976133685,14,3,1,False,Fail
Compound_343,303.9211219460091,0.4242877349580114,11,7,2,False,Fail
Compound_344,460.31098954278383,6.688562539755641,11,1,2,False,Fail
Compound_345,439.102840638424,0.18930182202490364,14,1,1,False,Fail
Compound_346,569.5100588313298,2.31699298981619,13,3,2,False,Fail
Compound_347,581.0561905205863,-0.31720265537084913,4,6,2,False,Fail
Compound_348,227.1824058632267,6.974994014767579,12,7,3,False,Fail
Compound_349,424.76756877588275,3.0175600826499407,5,1,0,True,Pass
Compound_350,575.5159494285418,3.7630801385603503,3,4,1,False,Fail
Compound_351,501.8817551480526,-0.46338818089258016,3,0,1,False,Fail
Compound_352,713.8939047129934,4.999683763193422,3,6,2,False,Fail
Compound_353,595.2161789713671,0.6792447447646861,1,7,2,False,Fail
Compound_354,297.7606562488578,6.18443431552571,3,4,1,False,Fail
Compound_355,242.3412484402579,0.6411171238560573,10,7,1,False,Fail
Compound_356,585.4515669237894,0.5255017653093326,0,5,1,False,Fail
Compound_357,215.9067863249731,-0.707602657215241,11,4,1,False,Fail
Compound_358,551.465348764078,2.776535560879994,5,6,2,False,Fail
Compound_359,764.1381448549746,3.5187290661009314,0,5,1,False,Fail
Compound_360,545.2845067255273,-0.47433088457318107,9,6,2,False,Fail
Compound_361,432.90195572391315,5.204220933560085,5,1,1,False,Fail
Compound_362,585.9729310654119,2.626310677984221,0,0,1,False,Fail
Compound_363,474.95173429490995,3.1951221546206403,5,6,1,False,Fail
Compound_364,527.3700735895609,2.526101975505825,9,6,2,False,Fail
Compound_365,764.8788852659151,2.206104487002608,7,1,1,False,Fail
Compound_366,431.66158268046456,3.477122650465743,10,2,0,True,Pass
Compound_367,776.7143382943485,0.24192196744570005,1,1,1,False,Fail
Compound_368,743.2103851736382,0.455425043962169,1,5,1,False,Fail
Compound_369,317.4746808735779,5.894284968108138,13,1,2,False,Fail
Compound_370,241.61678052509927,6.568923697069062,14,1,2,False,Fail
Compound_371,260.466800826456,1.9864745302380236,12,0,1,False,Fail
Compound_372,210.93309539092985,1.1659573851484302,11,1,1,False,Fail
Compound_373,256.66577645355704,4.151996345912126,3,7,1,False,Fail
Compound_374,609.8040640498141,2.269873368784771,10,6,2,False,Fail
Compound_375,242.71318907613738,-0.7969091547172411,2,7,1,False,Fail
Compound_376,391.3853781762568,0.24922077892952288,3,0,0,True,Pass
Compound_377,706.9251865816727,4.72777783077918,12,3,2,False,Fail
Compound_378,213.96316144149552,4.271391535281211,11,2,1,False,Fail
Compound_379,688.6810895533615,-0.7832320599721321,6,7,2,False,Fail
Compound_380,369.1128648640399,0.7757772954635955,12,0,1,False,Fail
Compound_381,270.89889657299375,0.8485983727045712,10,5,0,True,Pass
Compound_382,618.0422992184904,4.375141948789827,0,3,1,False,Fail
Compound_383,577.3657080679304,-0.8423156979650868,5,0,1,False,Fail
Compound_384,726.4832081162318,-0.16713134412340924,14,0,2,False,Fail
Compound_385,641.0426262823314,5.399328682985515,14,2,3,False,Fail
Compound_386,682.0885582309091,0.4283572964346689,2,6,2,False,Fail
Compound_387,369.2207435427839,4.221968862814998,10,7,1,False,Fail
Compound_388,306.4637262678337,0.9054622483738122,9,5,0,True,Pass
Compound_389,650.368850984515,-0.20446885792523872,6,4,1,False,Fail
Compound_390,684.1008435603584,0.9453775279956327,9,7,2,False,Fail
Compound_391,794.303085200404,4.778135454845273,1,4,1,False,Fail
Compound_392,447.5706061468559,5.845571744850286,13,0,2,False,Fail
Compound_393,423.21085147566987,5.641758916535933,1,1,1,False,Fail
Compound_394,665.8477764451982,2.1774682369476386,12,5,2,False,Fail
Compound_395,404.4821241518107,4.344681092565169,3,3,0,True,Pass
Compound_396,758.4543953621388,0.6398743633265678,0,1,1,False,Fail
Compound_397,715.0476511058071,1.345181842088106,2,1,1,False,Fail
Compound_398,457.396416425011,6.170686548168958,12,7,3,False,Fail
Compound_399,650.5226406748984,-0.8959846119141117,8,5,1,False,Fail
Compound_400,652.7257244508094,-0.31593175316425537,6,6,2,False,Fail
Compound_401,261.8743213015596,0.6630900411682186,14,0,1,False,Fail
